Dataset-Quantity-metrics,Anomaly Transformer,AE,DAGMM,DCdetector,DLinear,DeepPoint,DualTF,Isolation Forest,LSTM,ModernTCN,NLinear,PatchTST,TimesNet,TranAD,VAE,HBOS,iTransformer,KNN,LODA,LOF,OCSVM,PCA,GPT4TS,Moment,Timer,TTM,UniTS,UniTime
Visitor Flowrate/CalIt2-96-Aff-F1,0.729340511,0.587117474,0.673285868,0.697282633,0.793057418,0.690303646,0.750890748,0.40224149,0.651631792,0.780341516,0.757415812,0.792695542,0.793704332,0.782578605,0.655799149,0.756190877,0.812363169,0.745113824,0.759887627,0.748806642,0.783352644,0.767879115,0.782826514,0.795614429,0.79079365,0.791315608,0.792382801,0.787141339
Visitor Flowrate/CalIt2-96-Aff-P,0.645420294,0.559759145,0.507483754,0.571495551,0.66796152,0.527126753,0.617116631,0.539261808,0.648643514,0.650427313,0.615649448,0.667188007,0.691097571,0.656254999,0.656954625,0.620192057,0.702525095,0.650975866,0.630579229,0.611777025,0.651615685,0.687743011,0.657850099,0.668139666,0.659596215,0.671112407,0.678318611,0.67064992
Visitor Flowrate/CalIt2-96-Aff-R,0.838345687,0.617287512,1,0.894068545,0.975806566,0.999801232,0.958713863,0.320744058,0.65464773,0.975105962,0.98400353,0.976363348,0.932091253,0.969127567,0.65464773,0.968587621,0.962912113,0.871081351,0.955909112,0.964939866,0.981853734,0.86915321,0.966425095,0.983199679,0.987141753,0.963973222,0.952563206,0.95260882
Visitor Flowrate/CalIt2-96-F1,0.08974359,0.038461538,0.057164929,0.056470588,0.128440367,0.062207073,0.102766798,0.024390244,0.057142857,0.113924051,0.109090909,0.141104294,0.105960265,0.136094675,0.057692308,0.116564417,0.161137441,0.101910828,0.139240506,0.092105263,0.143589744,0.130952381,0.132132132,0.127795527,0.145539906,0.125,0.130841121,0.124352332
Visitor Flowrate/CalIt2-96-P,0.085365854,0.066666667,0.029423459,0.034188034,0.083003953,0.032116146,0.072625698,0.125,0.096774194,0.074380165,0.06557377,0.091269841,0.103896104,0.087121212,0.1,0.075396825,0.124087591,0.096385542,0.090909091,0.060869565,0.088607595,0.083969466,0.084942085,0.083682008,0.088068182,0.081300813,0.1,0.100840336
Visitor Flowrate/CalIt2-96-R,0.094594595,0.027027027,1,0.162162162,0.283783784,0.986486486,0.175675676,0.013513514,0.040540541,0.243243243,0.324324324,0.310810811,0.108108108,0.310810811,0.040540541,0.256756757,0.22972973,0.108108108,0.297297297,0.189189189,0.378378378,0.297297297,0.297297297,0.27027027,0.418918919,0.27027027,0.189189189,0.162162162
Visitor Flowrate/CalIt2-96-R-A-P,0.088938475,0.095866067,0.102444168,0.086815376,0.096933238,0.094883612,0.088157953,0.094889795,0.098885215,0.080601625,0.072914458,0.115011514,0.091708299,0.062221372,0.095510506,0.113331466,0.111072213,0.098421154,0.111361683,0.065141138,0.109269692,0.105714821,0.08212673,0.08298131,0.098807216,0.094900229,0.09716843,0.092693817
Visitor Flowrate/CalIt2-96-R-A-R,0.522766787,0.798131447,0.813733191,0.504554357,0.793530538,0.810089002,0.66636902,0.817557162,0.780183976,0.754031275,0.742966508,0.829820968,0.806781503,0.534458865,0.761705114,0.846920732,0.816788565,0.513895227,0.844892198,0.560540233,0.839645527,0.795968677,0.764019585,0.772558772,0.801960526,0.793117012,0.805884034,0.780037091
Visitor Flowrate/CalIt2-96-R-F1,0.127033636,0.060240964,0.032434385,0.053188274,0.141688195,0.042168183,0.08824705,0.049382716,0.089079014,0.113502383,0.10713129,0.130659121,0.119721765,0.140948479,0.090421456,0.134204247,0.169715282,0.124959394,0.136094862,0.114160197,0.151531053,0.146534328,0.148774829,0.145856375,0.145075844,0.128536772,0.14515381,0.151128492
Visitor Flowrate/CalIt2-96-R-P,0.10483871,0.066666667,0.016484525,0.030555556,0.091428571,0.021554639,0.055897436,0.125,0.096774194,0.069060773,0.064153439,0.077212806,0.095238095,0.090659341,0.1,0.085714286,0.112612613,0.1,0.085341365,0.07253886,0.096059113,0.099187769,0.092156863,0.092696629,0.089776632,0.084848485,0.103448276,0.107843137
Visitor Flowrate/CalIt2-96-R-R,0.161149961,0.054945055,1,0.205128205,0.314663115,0.965811966,0.209479409,0.030769231,0.082517483,0.318392718,0.324564325,0.424486624,0.161149961,0.316527917,0.082517483,0.309024309,0.344300144,0.166522367,0.335797536,0.267843268,0.358633959,0.28036408,0.385791986,0.341969142,0.377766678,0.264968365,0.243201243,0.252458652
Visitor Flowrate/CalIt2-96-V-PR,0.082988106,0.09677523,0.099221811,0.083108034,0.095108285,0.091101821,0.082048006,0.09143159,0.095795346,0.079038919,0.071594032,0.114511895,0.089865842,0.06087273,0.092670819,0.107845659,0.109683444,0.10140012,0.105932536,0.061261222,0.108658187,0.102800311,0.082048399,0.080891895,0.096177321,0.092394671,0.096745779,0.089773873
Visitor Flowrate/CalIt2-96-V-ROC,0.516632586,0.789443521,0.799530931,0.502618008,0.780583854,0.795729958,0.629543746,0.802430062,0.7617014,0.739535416,0.727727025,0.824340147,0.795687541,0.526815654,0.743863182,0.83072798,0.809197623,0.514458749,0.82842612,0.53210093,0.82820285,0.78564353,0.755561331,0.757175424,0.784997317,0.775367057,0.793517689,0.763995415
Water Treatment/GECCO-96-A-P,0.012657924,0.206227478,0.05487408,0.012021241,0.349314865,0.039822019,0.130231305,0.051622592,0.299561029,0.421704766,0.303666356,0.400207735,0.41989143,0.265414023,0.281804111,0.199118895,0.095728702,0.169864023,0.018735972,0.085536856,0.038989448,0.233783398,0.169454896,0.375767754,0.471756295,0.446081082,0.490626502,0.35993931
Water Treatment/GECCO-96-A-R,0.515992563,0.76853028,0.701220995,0.554913845,0.947065072,0.589851518,0.714352449,0.619364299,0.848546033,0.956180914,0.936057854,0.949091552,0.966124879,0.704738332,0.794061302,0.55743761,0.794823081,0.811463076,0.671039534,0.796475138,0.804148258,0.7112205,0.846342191,0.952032467,0.95485059,0.958230622,0.9552666,0.95814405
Water Treatment/GECCO-96-Acc,0.982573165,0.887902283,0.92090787,0.979613347,0.981114913,0.010828605,0.612148251,0.989113643,0.990095436,0.98486883,0.98160581,0.988810442,0.984738886,0.556460346,0.990167627,0.58972582,0.981230418,0.440955227,0.83972221,0.350139328,0.055009313,0.239528739,0.977447626,0.977173301,0.974430054,0.986919045,0.992102338,0.977736388
Water Treatment/GECCO-96-Aff-F1,0.782033587,0.822649462,0.621366176,0.687402857,0.892840811,0.668637271,0.701372255,0.423753338,0.338091972,0.901802035,0.88166617,0.906034502,0.897446719,0.8342106,0.294762036,0.708244962,0.839375122,0.729181054,0.517048777,0.699802112,0.665598105,0.784628506,0.870331014,0.897394414,0.913179553,0.908184421,0.913435303,0.90253548
Water Treatment/GECCO-96-Aff-P,0.689803676,0.835941454,0.727187231,0.569011053,0.80808798,0.502220211,0.632887863,0.646937561,0.686747455,0.822511541,0.791298601,0.83138319,0.815168936,0.809808707,0.780094231,0.619589804,0.734760111,0.573895341,0.66276208,0.538333256,0.498799639,0.645626454,0.778061515,0.815208469,0.841932428,0.833515947,0.843510623,0.824362103
Water Treatment/GECCO-96-Aff-R,0.902733142,0.809773557,0.542431038,0.868005139,0.99745454,1,0.786476362,0.315061588,0.224244874,0.998010733,0.995335025,0.995414461,0.998198277,0.860128783,0.181711207,0.826507292,0.978725944,0.999675072,0.423859934,0.999634748,0.999996749,0.999906276,0.987429208,0.998009615,0.997599766,0.997547235,0.99600101,0.997088297
Water Treatment/GECCO-96-F1,0.009844135,0.038871008,0.030785563,0.008426966,0.465686275,0.020865787,0.018129318,0.023316062,0.159313725,0.528352835,0.434782609,0.524248005,0.529595016,0.031281534,0.151930262,0.027115859,0.188514357,0.032773781,0.036287872,0.027441659,0.021673817,0.02664794,0.267354597,0.433130154,0.393700787,0.559766764,0.659614188,0.43183493
Water Treatment/GECCO-96-P,0.012269939,0.021366358,0.017675742,0.008645533,0.331781141,0.010542886,0.009313155,0.214285714,0.755813953,0.393431635,0.32152231,0.474972191,0.39222149,0.016009296,0.835616438,0.013905471,0.173165138,0.016691263,0.019371582,0.013940724,0.010956461,0.013506172,0.203281027,0.293346285,0.262437243,0.43373494,0.604332953,0.295362903
Water Treatment/GECCO-96-R,0.008219178,0.215068493,0.119178082,0.008219178,0.780821918,1,0.339726027,0.012328767,0.089041096,0.804109589,0.671232877,0.584931507,0.815068493,0.679452055,0.083561644,0.542465753,0.206849315,0.898630137,0.28630137,0.869863014,0.993150685,0.987671233,0.390410959,0.82739726,0.787671233,0.789041096,0.726027397,0.802739726
Water Treatment/GECCO-96-R-A-P,0.022028078,0.033169532,0.035860572,0.019717335,0.415850725,0.040283249,0.049575813,0.085361737,0.051924649,0.426492601,0.372175024,0.444298189,0.403850407,0.050340892,0.041270191,0.032484835,0.133622208,0.067991131,0.020377847,0.057970008,0.098285627,0.046795258,0.282576639,0.280370452,0.293256546,0.421681126,0.499912431,0.300824255
Water Treatment/GECCO-96-R-A-R,0.50076507,0.634369653,0.570643916,0.608589221,0.986954261,0.662190068,0.725375484,0.680133097,0.776248286,0.980176184,0.976965566,0.983526663,0.975240392,0.568083744,0.688585475,0.509635559,0.884381891,0.757357619,0.58832551,0.777002521,0.757244376,0.597705586,0.925378975,0.947652627,0.933252796,0.971355803,0.981182346,0.952562377
Water Treatment/GECCO-96-R-F1,0.02178962,0.038364936,0.030143169,0.014780606,0.080231622,0.001134011,0.062000329,0.051949558,0.056890436,0.152594274,0.186918947,0.323116044,0.130913835,0.078962799,0.05709565,0.030686145,0.156156748,0.00976003,0.032833511,0.007142193,0.010991548,0.079221249,0.129887383,0.143338262,0.176974787,0.12138801,0.237083556,0.15297255
Water Treatment/GECCO-96-R-P,0.013186813,0.021366358,0.017675742,0.008645533,0.042261847,0.000567327,0.039384403,0.214285714,0.755813953,0.085187881,0.1262687,0.289000285,0.071283525,0.042072168,0.835616438,0.01602454,0.110562016,0.00490928,0.017674069,0.003586644,0.005527662,0.041268908,0.084072528,0.079210832,0.099351908,0.06562845,0.142570989,0.084903698
Water Treatment/GECCO-96-R-R,0.062682208,0.187674022,0.102298528,0.050901499,0.789999883,1,0.145621209,0.029557625,0.029557625,0.731051493,0.359685595,0.366364447,0.800808982,0.641148823,0.029557625,0.360788284,0.26574922,0.818639858,0.230770409,0.82384362,0.952664577,0.985770751,0.285431905,0.752744126,0.809184053,0.807234406,0.703336405,0.771491203
Water Treatment/GECCO-96-V-PR,0.022186311,0.033162386,0.035993021,0.019424416,0.406353506,0.039735271,0.04883516,0.082769808,0.051553707,0.429586151,0.362791216,0.438945687,0.403855947,0.050665431,0.041268953,0.033017605,0.12814103,0.068097682,0.020345283,0.057622552,0.1006262,0.046308717,0.264729614,0.279571016,0.294825428,0.42244425,0.49918014,0.30081333
Water Treatment/GECCO-96-V-ROC,0.503396376,0.636676016,0.572120435,0.593406111,0.981619309,0.657385036,0.716539574,0.676685127,0.775617825,0.977695087,0.970689741,0.97900069,0.97401324,0.568803131,0.68955554,0.503306102,0.870778891,0.75576235,0.585520501,0.766850934,0.756414995,0.59477167,0.912743112,0.947001761,0.934856599,0.969464523,0.977876482,0.952357458
Water Treatment/PUMP-96-A-P,0.130293488,0.21230445,0.163046931,0.102369019,0.117569504,0.087710506,0.107230125,0.089954436,0.229048127,0.113200103,0.107473326,0.122836408,0.121294859,0.208652116,0.194839668,0.422691263,0.127612603,0.103971609,0.067583781,0.088992656,0.100530983,0.210018366,0.101145785,0.128533807,0.139149353,0.122469247,0.116422905,0.128996434
Water Treatment/PUMP-96-A-R,0.586209443,0.808326616,0.447448485,0.514344685,0.544153292,0.371883423,0.581529314,0.406236136,0.820609611,0.426034455,0.489727068,0.568025804,0.484745305,0.800192434,0.789589444,0.873571361,0.582154613,0.523794245,0.312408247,0.479452377,0.500317847,0.801666009,0.41409004,0.485236615,0.529487861,0.494756689,0.408966231,0.54880789
Water Treatment/PUMP-96-Acc,0.891283882,0.740448114,0.829805929,0.897873794,0.894812449,0.10280263,0.68793802,0.898647848,0.852260444,0.895530715,0.89077482,0.883634005,0.894861263,0.791696013,0.853899206,0.368811933,0.890600484,0.129420297,0.172055983,0.120808084,0.100480471,0.146177502,0.895021653,0.862546286,0.863243631,0.884066359,0.891367564,0.895182042
Water Treatment/PUMP-96-Aff-F1,0.803740773,0.787501213,0.712655972,0.767406027,0.785782783,0.672540694,0.652329362,0.634438589,0.851216064,0.836818409,0.805390151,0.805492575,0.837491682,0.868017615,0.857656511,0.6975776,0.724475173,0.668464659,0.719698287,0.676514586,0.672131612,0.690924458,0.817386265,0.83114335,0.826239159,0.837658543,0.838255068,0.814050595
Water Treatment/PUMP-96-Aff-P,0.672637544,0.649853381,0.554381646,0.624526737,0.667003813,0.506637523,0.484897853,0.535945797,0.741006774,0.747838027,0.685241489,0.679217306,0.738764593,0.769492511,0.750870161,0.535601974,0.571088694,0.502025472,0.563474988,0.511161347,0.506173367,0.527795713,0.709772941,0.715922723,0.715168028,0.727048951,0.742493139,0.714245781
Water Treatment/PUMP-96-Aff-R,0.998323107,0.999130772,0.99741502,0.995054754,0.956031306,0.999999995,0.996367372,0.777282798,0.999935614,0.94983284,0.976630245,0.989442762,0.966676482,0.995477646,0.999852303,0.999993553,0.990513255,1,0.995777292,1,1,1,0.963463236,0.990564897,0.978154058,0.987962167,0.962376063,0.946278379
Water Treatment/PUMP-96-F1,0.040261019,0.204666866,0.173630392,0.018891941,0.012051349,0.182967022,0.119475818,0.001922813,0.311785343,0.012002902,0.026840634,0.060892566,0.016567739,0.45380241,0.314049046,0.241381911,0.019622547,0.187533353,0.115896703,0.186027594,0.182601643,0.19051271,0.014016243,0.139896147,0.1289033,0.069201053,0.036849264,0.019568195
Water Treatment/PUMP-96-P,0.178104575,0.147854276,0.169509454,0.271676301,0.106976744,0.100696896,0.083374526,0.090909091,0.293050806,0.120529801,0.128037937,0.160963999,0.1375948,0.308060872,0.29724202,0.137267051,0.098494354,0.103468582,0.064912749,0.102553334,0.100474198,0.105285465,0.124418605,0.188388765,0.179025293,0.178974805,0.168742922,0.162513543
Water Treatment/PUMP-96-R,0.022695725,0.332384786,0.177956691,0.00978623,0.006385341,0.999861188,0.210716269,0.000971682,0.333078845,0.006315936,0.014991671,0.037548584,0.008814547,0.861257635,0.332870627,0.999444753,0.010896724,1,0.540116602,0.999930594,1,1,0.00742643,0.111257635,0.10070794,0.042892837,0.020682954,0.010410883
Water Treatment/PUMP-96-R-A-P,0.198964281,0.254218904,0.245194369,0.145008658,0.181544507,0.148865104,0.144589802,0.14873227,0.278953447,0.198505099,0.1762483,0.196492996,0.224891687,0.24449407,0.248013099,0.485422577,0.203410984,0.138050515,0.098208122,0.126886689,0.570539728,0.249906312,0.17968545,0.250172502,0.272013127,0.205780693,0.211253868,0.231265624
Water Treatment/PUMP-96-R-A-R,0.594799894,0.794283181,0.507328328,0.597974597,0.642888446,0.516679863,0.624184956,0.537303929,0.820338439,0.587626424,0.612817708,0.677539021,0.641647266,0.794192208,0.788109529,0.874968337,0.687950866,0.535372505,0.393792136,0.54172081,0.511814581,0.794942896,0.560949199,0.688199674,0.733470752,0.625632674,0.579155725,0.705747789
Water Treatment/PUMP-96-R-F1,0.182267023,0.171340077,0.185036947,0.232825422,0.129424908,0.010366376,0.174346066,0.095364338,0.240336844,0.086398665,0.182881874,0.202118585,0.157716845,0.31858284,0.24173455,0.002019399,0.162347808,0.000709998,0.085622474,0.004652404,0.032939799,0.010322835,0.154138463,0.201710948,0.217353011,0.154001289,0.152802517,0.142562966
Water Treatment/PUMP-96-R-P,0.16489659,0.147854276,0.169509454,0.271676301,0.102724861,0.005212845,0.178787015,0.090909091,0.293050806,0.063149688,0.163011263,0.193794177,0.148148148,0.436161365,0.29724202,0.001010841,0.134131914,0.000355125,0.045599114,0.002332014,0.0167457,0.005188196,0.14068745,0.196418474,0.210046722,0.116968301,0.13553719,0.123505976
Water Treatment/PUMP-96-R-R,0.203728012,0.203696016,0.203696016,0.203696016,0.174879159,0.911043412,0.170120389,0.100278771,0.203696016,0.136740637,0.208269313,0.21119024,0.168606949,0.250936458,0.203696016,0.894342896,0.205597061,1,0.700229706,0.933325388,1,1,0.170433468,0.207296531,0.225185902,0.225348075,0.175108629,0.168573952
Water Treatment/PUMP-96-V-PR,0.198026426,0.249789778,0.235385575,0.144559504,0.180374326,0.147008073,0.143510721,0.147261076,0.272196747,0.196047328,0.174378676,0.194221658,0.219224792,0.242857343,0.245880106,0.476217609,0.201530888,0.137928349,0.099171283,0.127322361,0.570553816,0.247663819,0.176949636,0.240023405,0.259818706,0.200935167,0.20729124,0.224040809
Water Treatment/PUMP-96-V-ROC,0.594015932,0.793957441,0.504146453,0.592003947,0.636077444,0.507124582,0.620999784,0.528809469,0.817633635,0.576687338,0.603633691,0.669446049,0.630442663,0.792416064,0.7864336,0.872027127,0.679945784,0.535848392,0.38991965,0.537241827,0.511917608,0.793116415,0.550568607,0.669015106,0.712461871,0.61591335,0.567397321,0.689888711
Water Treatment/SWAT-96-A-P,0.120808402,0.713175084,0.081754198,0.121441725,0.130982517,0.085230595,0.142900176,0.093325477,0.105583461,0.092888873,0.080562313,0.085444126,0.107268738,0.729155456,0.74498304,0.738481121,0.084455541,0.771901528,0.696614425,0.732146381,0.17030184,0.726487749,0.081456127,0.108859653,0.119204881,0.295775232,0.086107932,0.081807486
Water Treatment/SWAT-96-A-R,0.405195986,0.816668305,0.2904238,0.500944413,0.520580823,0.277624961,0.566976544,0.345610401,0.235640634,0.243792318,0.230785815,0.241513941,0.288496592,0.818028253,0.836681528,0.831069758,0.241532499,0.87028311,0.797821991,0.845902641,0.657056512,0.818541109,0.224357368,0.263109921,0.286156159,0.727359599,0.241133082,0.234077213
Water Treatment/SWAT-96-Acc,0.866904932,0.708952056,0.684712137,0.864548952,0.82188794,0.125740411,0.634869832,0.877306804,0.769460725,0.835910464,0.794336314,0.837157355,0.873081599,0.606153552,0.885105986,0.747523443,0.794311865,0.121415188,0.931163165,0.122113091,0.195866367,0.374840805,0.861637317,0.80316457,0.721598777,0.869218682,0.705122478,0.836815071
Water Treatment/SWAT-96-Aff-F1,0.695981733,0.737725596,0.724830477,0.696073476,0.735653501,0.692306341,0.695498696,0.680787909,0.667774195,0.727795023,0.71480363,0.716297064,0.793205252,0.719428132,0.706448983,0.649556267,0.718311741,0.692509734,0.532669313,0.692896895,0.702577344,0.707710433,0.728533036,0.730993564,0.72721147,0.745826677,0.722027088,0.725386112
Water Treatment/SWAT-96-Aff-P,0.539284474,0.603531192,0.587163162,0.539123323,0.585891701,0.529410471,0.535055562,0.57442974,0.5413847,0.593097503,0.565291914,0.581764143,0.698337798,0.639707956,0.633661337,0.526773367,0.568292619,0.529648099,0.632162825,0.530101177,0.541678815,0.570595023,0.601709698,0.591612703,0.579558388,0.633469437,0.572304011,0.583274412
Water Treatment/SWAT-96-Aff-R,0.981036815,0.94865866,0.946824665,0.981935614,0.988268129,0.999998979,0.993374533,0.835480822,0.871149181,0.941652326,0.971842129,0.931768462,0.917899637,0.821846325,0.798128731,0.846972812,0.975943405,1,0.460234841,1,0.999451063,0.931568725,0.923095354,0.956290641,0.975819241,0.906634711,0.977845817,0.959054668
Water Treatment/SWAT-96-F1,0.022908984,0.20098117,0.072825433,0.027541967,0.338123792,0.213808018,0.211686573,0.003609978,0.055526215,0.075185709,0.08029023,0.066841582,0.07727236,0.320699239,0.323505163,0.416581067,0.08035457,0.216520591,0.678407144,0.216655428,0.230074334,0.260535109,0.034223836,0.131798753,0.144342432,0.294006839,0.098892217,0.062827091
Water Treatment/SWAT-96-P,0.105326332,0.150725301,0.056630241,0.107244936,0.308022211,0.120005295,0.143439638,0.128040973,0.055234507,0.119049508,0.08782535,0.109822961,0.329157489,0.202818158,0.567180617,0.289506935,0.087876022,0.121403471,0.783681988,0.12148826,0.130167498,0.152110514,0.112127681,0.141865226,0.115128532,0.426542264,0.078609221,0.103747734
Water Treatment/SWAT-96-R,0.0128522,0.30151407,0.101993739,0.015799784,0.374745977,0.979220446,0.403819044,0.001830798,0.055821021,0.054942238,0.073945918,0.048040131,0.043774372,0.765786053,0.226286593,0.742479999,0.07401915,1,0.598066678,1,0.989674301,0.90716025,0.020193698,0.12306622,0.193423775,0.224309332,0.133282071,0.045055931
Water Treatment/SWAT-96-R-A-P,0.110961365,0.446144195,0.256773156,0.154007577,0.169525892,0.115343573,0.171523394,0.133406787,0.120609935,0.137519607,0.112682543,0.125113539,0.17828415,0.548444618,0.605661628,0.585873306,0.121728673,0.519923351,0.411936594,0.485445932,0.53482291,0.533116156,0.115095593,0.168813458,0.180256591,0.346272063,0.125333588,0.117689682
Water Treatment/SWAT-96-R-A-R,0.43679678,0.644962284,0.337101756,0.511354218,0.587662867,0.370410807,0.610909763,0.4306715,0.297082023,0.357106666,0.33831554,0.35411842,0.401805275,0.7259082,0.774008647,0.815238242,0.353234145,0.735179052,0.702771214,0.715597577,0.628434674,0.716745274,0.330513453,0.381392071,0.414128078,0.760337745,0.35277432,0.343203644
Water Treatment/SWAT-96-R-F1,0.146785523,0.161175012,0.086687327,0.151096175,0.217440467,0.385412177,0.156692125,0.130255322,0.08073934,0.106297463,0.10590833,0.111832444,0.164741898,0.233345648,0.199573794,0.116299677,0.099096804,0.006913361,0.072862462,0.001770883,0.026823023,0.128879498,0.112032173,0.11347302,0.120889596,0.268053992,0.09936338,0.114134214
Water Treatment/SWAT-96-R-P,0.115097737,0.150725301,0.056630241,0.120164797,0.232912696,0.266690131,0.12175625,0.128040973,0.055234507,0.072328987,0.071601379,0.079154937,0.1395033,0.151992158,0.567180617,0.066958007,0.065512408,0.003468671,0.09004504,0.000886226,0.013609004,0.070784027,0.081881191,0.073439002,0.068964299,0.732036159,0.059035835,0.082801652
Water Treatment/SWAT-96-R-R,0.202549951,0.173181608,0.18473998,0.203471313,0.203895809,0.694647251,0.219743874,0.132547608,0.150004934,0.200424537,0.20333286,0.190459975,0.201129817,0.502086311,0.121091044,0.442043926,0.20333462,1,0.061186692,1,0.924171815,0.718963633,0.17733019,0.249464138,0.489293117,0.164065391,0.313550835,0.183615087
Water Treatment/SWAT-96-V-PR,0.10930597,0.433665308,0.249732157,0.152554087,0.166638474,0.113578424,0.17139654,0.129349636,0.118243765,0.13203096,0.110514973,0.121483315,0.168604228,0.519867974,0.574636876,0.561208548,0.118331713,0.506667605,0.403567942,0.465349358,0.523248861,0.503701083,0.112116528,0.160681254,0.171730148,0.338512961,0.121218192,0.114764937
Water Treatment/SWAT-96-V-ROC,0.434497348,0.628280064,0.328452925,0.510779122,0.581108467,0.363389509,0.607876632,0.423975827,0.286025333,0.347992286,0.329838751,0.344675884,0.391989936,0.698747139,0.744524102,0.783835043,0.343676124,0.718747331,0.694591637,0.702625672,0.617588562,0.68718513,0.321852083,0.369524497,0.399084702,0.752417334,0.343702748,0.334758409
Web/CICIDS-96-A-P,0.000976733,0.001390848,0.000929368,0.00162625,0.001746215,0.001711819,0.001997261,0.002874362,0.001255997,0.001396998,0.001433288,0.001497898,0.001603886,0.001424955,0.001420547,0.002540246,0.001536381,0.001049926,0.000735066,0.000984634,0.001002367,0.001189541,0.001419984,0.001164446,0.001344322,0.001324513,0.00132612,0.001759078
Web/CICIDS-96-A-R,0.528042521,0.688967483,0.500658537,0.643555382,0.751305426,0.734068104,0.602780205,0.80806017,0.66313502,0.696846778,0.6912056,0.715610614,0.731959119,0.700561691,0.69654609,0.75952441,0.691794473,0.564266292,0.158341425,0.457969003,0.536788082,0.601079381,0.69985634,0.637345948,0.678475252,0.679717377,0.680434116,0.7517185
Web/CICIDS-96-Acc,0.744724846,0.994090418,0.000928145,0.750317214,0.756778984,0.012864796,0.565393111,0.989684666,0.998249448,0.749412566,0.754487993,0.750834156,0.749718032,0.75751915,0.998695897,0.912883594,0.762312609,0.887600451,0.891818225,0.881220922,0.081993985,0.656057615,0.750681423,0.748507919,0.737088209,0.747838244,0.745723483,0.75433526
Web/CICIDS-96-Aff-F1,0.560458034,0.242950276,0.676620122,0.664180306,0.668681334,0.6769336,0.692283311,0.323024175,0.076890997,0.655462077,0.669224299,0.659712589,0.657124602,0.639615928,0.062668865,0.541800818,0.70761664,0.521477824,0.527547455,0.559673071,0.692858802,0.618874504,0.643951637,0.64683852,0.609522379,0.617235288,0.619064503,0.671932011
Web/CICIDS-96-Aff-P,0.531240972,0.542831199,0.511281858,0.532691583,0.575020003,0.51163993,0.552768462,0.457685139,0.478001221,0.563736818,0.578536102,0.568856589,0.566048066,0.550257864,0.457229013,0.538392594,0.586455188,0.536206353,0.503908417,0.50058926,0.530061359,0.540612602,0.558130035,0.525139841,0.529722446,0.540215131,0.545182801,0.578556629
Web/CICIDS-96-Aff-R,0.593075876,0.156495897,1,0.881856274,0.798791349,1,0.925998879,0.249589495,0.041808113,0.782836984,0.793629355,0.785107512,0.783129277,0.763623015,0.033639808,0.545252469,0.891878438,0.50753679,0.553513539,0.634570488,0.999983013,0.723631122,0.760961958,0.841958406,0.71762954,0.719869302,0.716109764,0.801248445
Web/CICIDS-96-F1,0.00183756,,0.001854569,0.001972387,0.003849485,0.001876953,0.002534649,0.002272727,,0.002058672,0.002863005,0.00282114,0.002621846,0.002609578,,0.000269651,0.003742552,0.00125274,0.000217155,0.003155196,0.001992515,0.002181397,0.00263195,0.002051282,0.001160507,0.001395803,0.001384211,0.003716409
Web/CICIDS-96-P,0.000922126,,0.000928145,0.000989866,0.001932087,0.000939358,0.00127003,0.001248439,,0.001033155,0.001436919,0.001415829,0.001315789,0.001309789,,0.000136277,0.001878584,0.000631579,0.000109517,0.001589983,0.000997264,0.001093643,0.001320879,0.001029432,0.000582307,0.000700476,0.000694637,0.001865226
Web/CICIDS-96-R,0.253164557,,1,0.265822785,0.506329114,1,0.594936709,0.012658228,,0.278481013,0.379746835,0.379746835,0.35443038,0.341772152,,0.012658228,0.481012658,0.075949367,0.012658228,0.202531646,0.987341772,0.405063291,0.35443038,0.278481013,0.164556962,0.189873418,0.189873418,0.493670886
Web/CICIDS-96-R-A-P,0.001016134,0.001620547,0.500464684,0.001361756,0.001953874,0.001929445,0.001224949,0.00277629,0.00147188,0.001603534,0.001571643,0.001694934,0.001897939,0.001636424,0.001702602,0.002026214,0.001572179,0.001094664,0.000638469,0.000880948,0.364109441,0.001168767,0.001610392,0.001360332,0.001657717,0.001546274,0.001546275,0.001966705
Web/CICIDS-96-R-A-R,0.391748589,0.651703258,0.500658537,0.503699147,0.692405223,0.682138238,0.434335222,0.761075438,0.587878195,0.637048907,0.60871894,0.650231805,0.684356049,0.636899086,0.652317987,0.719524209,0.584371125,0.438192803,0.115765904,0.282810854,0.480802914,0.478072251,0.634878978,0.569874983,0.640448922,0.620778783,0.619341007,0.687188795
Web/CICIDS-96-R-F1,0.002960163,,2.65E-05,0.00211848,0.005181518,5.90E-08,0.002673117,0.002296211,,0.003014846,0.002836215,0.003579648,0.003214542,0.002884837,,0.000453858,0.003900063,0.002423975,0.000339386,0.003598173,0.007782714,0.002870895,0.003540343,0.002568335,0.002150028,0.001947731,0.001816948,0.004540577
Web/CICIDS-96-R-P,0.001489157,,1.33E-05,0.001063221,0.00260366,2.95E-08,0.001339616,0.001248439,,0.001515667,0.00142334,0.001798106,0.001614311,0.001448616,,0.0002331,0.001957755,0.001232907,0.000171733,0.001815417,0.00390678,0.001440692,0.001778919,0.001290024,0.001082557,0.000979524,0.000913396,0.002280887
Web/CICIDS-96-R-R,0.242857143,,1,0.282857143,0.522857143,1,0.585714286,0.014285714,,0.277142857,0.385714286,0.388571429,0.368571429,0.337142857,,0.008571429,0.494285714,0.071428571,0.014285714,0.2,0.985714286,0.394285714,0.36,0.282857143,0.154285714,0.168571429,0.168571429,0.488571429
